relatienummer,rapportageset,formulier_id,volgnummer,periode,inzendmoment,laad_dts,eind_dts,categorie,relatienaam,verkorte_naam,toezichtklasse,activiteitstatus,hoofdcategorie,subcategorie,ziektekosten,rechtsopvolger,concern_id,concern_naam,rapportageID,A,R0110C0020,R0120C0020,R0210C0020,R0221C0020,R0230C0020,R0231C0020,R0240C0020,R0250C0020,R0261C0020,R0270C0020,R0271C0020,R0280C0020,R0291C0020,R0292C0020,R0293C0020,R0294C0020,R0295C0020,R0296C0020,R0297C0020,R0298C0020,R0300C0020,R0410C0020,R0412C0020,R0413C0020,R0414C0020,R0430C0020,R0440C0020,R0450C0020,R0461C0020,R0462C0020,R0480C0020,R0481C0020,R0482C0020,R0483C0020,R0500C0020,R0610C0020,R0620C0020,R0110C0030,R0120C0030,R0210C0030,R0250C0030,R0291C0030,R0292C0030,R0300C0030,R0410C0030,R0412C0030,R0413C0030,R0414C0030,R0430C0030,R0440C0030,R0450C0030,R0461C0030,R0462C0030,R0480C0030,R0481C0030,R0482C0030,R0483C0030,R0610C0030,R0620C0030,R0110C0040,R0120C0040,R0210C0040,R0221C0040,R0230C0040,R0231C0040,R0240C0040,R0250C0040,R0261C0040,R0270C0040,R0271C0040,R0280C0040,R0291C0040,R0292C0040,R0293C0040,R0294C0040,R0295C0040,R0296C0040,R0297C0040,R0298C0040,R0300C0040,R0410C0040,R0412C0040,R0413C0040,R0414C0040,R0430C0040,R0440C0040,R0450C0040,R0461C0040,R0462C0040,R0480C0040,R0481C0040,R0482C0040,R0483C0040,R0610C0040,R0620C0040,R0110C0050,R0120C0050,R0210C0050,R0250C0050,R0291C0050,R0292C0050,R0300C0050,R0410C0050,R0412C0050,R0413C0050,R0414C0050,R0430C0050,R0440C0050,R0450C0050,R0461C0050,R0462C0050,R0480C0050,R0481C0050,R0482C0050,R0483C0050,R0610C0050,R0620C0050,R0110C0070,R0120C0070,R0210C0070,R0250C0070,R0291C0070,R0292C0070,R0300C0070,R0410C0070,R0412C0070,R0413C0070,R0414C0070,R0430C0070,R0440C0070,R0450C0070,R0461C0070,R0462C0070,R0480C0070,R0481C0070,R0482C0070,R0483C0070,R0610C0070,R0620C0070,PAGEs2c_AO,R0220C0020,R0260C0020,R0460C0020,R0470C0020,R0460C0030,R0470C0030,R0220C0040,R0260C0040,R0460C0040,R0470C0040,R0460C0050,R0470C0050,R0460C0070,R0470C0070,R0290C0020,R0411C0020,R0290C0030,R0411C0030,R0290C0040,R0411C0040,R0290C0050,R0411C0050,R0290C0070,R0411C0070
L0215,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:14:25:48,08APR2022:19:17:22,01JAN5999:00:00:00,Leven,"N.V. Noordhollandsche van 1816, Levensverzekeringsmaatschappij","Noordhollandsche van 1816, Levensverzekeringsmaatschappij NV",T3,Niet actief,Verzekeraars,Levensverzekeraar,,,R197626,Co peratie Noordhollandsche van 1816 U.A.,2764660000,,6274620.188386,6274620.188386,33604331.44,33604331.44,0.0,0.0,0.0,447843.08,447843.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5696638.3,5696638.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39748812.805262,0.0,14300655.47,10724180.561196,10724180.561196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6423293.082717,5606697.907342,18186787.217283,18186787.217283,0.0,0.0,0.0,197590.006669,197590.006669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937556.098413,4937556.098413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10725491.6025,19023617.17479,702655.037373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19023617.17479,702655.037373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1910,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:14:35:30,08APR2022:19:17:22,09JUN2022:19:14:53,"Schade, exclusief zorg",National Academic Verzekeringsmaatschappij N.V.,National Academic Verzekeringsmaatschappij NV,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0155,Centraal Administratiekantoor Dordrecht B.V.,2764720000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510000.0,0.0,0.0,42394220.748191,42394220.748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4132500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42395412.490928,41465550.811099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42395412.490928,41465550.811099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0087,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:14:35:28,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg","N.V. Noordhollandsche van 1816, Schadeverzekeringsmaatschappij","Noordhollandsche van 1816, Algemene Verz.maatschappij N.V.",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R197626,Co peratie Noordhollandsche van 1816 U.A.,2764800000,,164111033.449765,164111033.449765,669767940.92,669767940.92,0.0,0.0,0.0,32639157.45,32639157.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119754944.249327,119754944.249327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819769651.299129,0.0,338971493.33,203691435.01354,203691435.01354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165652071.561505,151509847.643288,362480861.975159,362480861.975159,0.0,0.0,0.0,14400515.77492,14400515.77492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105561293.601462,105561293.601462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254290609.75735,204819211.955054,192420690.930006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204819211.955054,192420690.930006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0319,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,08APR2022:14:35:57,08APR2022:19:17:22,21APR2022:19:13:43,"Schade, exclusief zorg",N.V. Schadeverzekeringsmaatschappij Maas Lloyd,Maas Lloyd Schadeverzekeringsmaatschappij N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R187600,Dutch Insurance Group B.V.,2764810000,,25485219.78,25485219.78,,,,,,,,,,,,,,,,,,,7175000.0,6104434.99,,,,,,,,,,,,,29320771.89,4724633.7,4724633.7,15222366.14,15222366.14,,,,,,,,,,,,,,,,,,,3963508.69,3963508.69,25576970.32,24792488.69,,,,,,,,,,,,,,,,,,,5381250.0,5818437.87,,,,,,,,,,,,,5905792.13,3543475.28,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,No,,,,,,,,,,,,,,,,,,,,,,,,
W1642,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:14:56:13,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg","N.V. Verzekering Maatschappij ""De Burcht""","Verzekering Maatschappij ""De Burcht"" N.V.",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1642,"N.V. Verzekering Maatschappij ""De Burcht""",2765050000,,9896745.0,9896745.0,,,,,,,,,,,,,,,,,,,2175000.0,631257.0,631257.0,,,,,,,,,,,,2806257.0,,,12282316.0,12282316.0,,,,,,,,,,,,,,,,,,,,,9896770.0,9566124.0,,,,,,,,,,,,,,,,,,,1631250.0,612319.0,612319.0,,,,,,,,,,,,,,12282351.0,11847566.0,,,,,,,,,,,,,,,,,,,,,12282351.0,11847566.0,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
L0129,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:15:46:47,08APR2022:19:17:22,22APR2022:19:15:51,Leven,Lifetri Verzekeringen N.V.,Lifetri Verzekeringen N.V.,T3,Actief,Verzekeraars,Levensverzekeraar,,,C0003,Achmea B.V.,2765510000,,1896789262.65118,1896789262.65118,,,,,,,,,,,,,,,,,,,0.0,410491281.39,,,,,,,,,,,,,1342773765.205,,,1650444925.35705,1650444925.35705,,,,,0.0,0.0,,,,,,,,,,,,,,,2094554670.52064,1495122852.68212,,,,,,,,,,,,,,,,,,,0.0,362470908.48704,,,,,,,,,,,,,,,1850774555.69221,1246020414.07563,,,,,0.0,0.0,,,,,,,,,,,,,,,1850774555.69221,1246020414.07563,,,,,0.0,0.0,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
L0046,ZSOLV2JARSXX,S_26_01_01_01,5,31-12-2021,08APR2022:16:15:58,08APR2022:19:17:22,12AUG2022:19:15:46,Leven,Nationale-Nederlanden Levensverzekering Maatschappij N.V.,Nationale-Nederlanden Levensverzekering Maatschappij N.V.,T5,Actief,Verzekeraars,Levensverzekeraar,,,R111302,NN Group N.V.,2765750000,,115673530515.865,115673530515.865,4961424298.96252,4961424298.96252,,,,1456884137.57517,1456884137.57517,,,,,,,,,,,,8662335066.70974,69097604889.7582,68245693683.6176,208479888.674906,643431317.46565,,,1686483145.81439,743588727.078634,,,456655491.60407,486238927.131689,,84210808398.4008,12538578671.7513,12538578671.7513,103980914648.26,103980914648.26,431969168.535697,-38829235.528093,,,339860058.211295,681435184.491692,681435184.491692,,,,,,,,,,,,-431073157.22618,-431073157.22618,119242405779.854,101738599459.61,2735175248.20369,2735175248.20369,,,,654366258.550045,654366258.550045,,,,,,,,,,,,6100418215.16747,65867832773.7859,65113906992.3741,189151981.026732,564773800.385037,,,1316607094.55415,726485211.49856,,,145608688.475942,444513194.579646,,12535064075.3165,10434716625.0185,107176762238.582,91180695628.9881,333520749.617819,75614662.845839,,,345994849.992043,713810020.16629,713810020.16629,,,,,,,,,,,,-1943057531.34829,-431385138.897377,107176762238.582,91180695628.9881,333520749.617819,75614662.845839,,,345994849.992043,713810020.16629,713810020.16629,,,,,,,,,,,,-1943057531.34829,-431385138.897377,Yes,,,,,,,,,,,,,,,,,,,,,,,,
W0128,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,14APR2022:13:17:49,14APR2022:19:12:39,01JAN5999:00:00:00,"Schade, exclusief zorg",Onderlinge Verzekering Maatschappij ZLM U.A.,"ZLM u.a., Onderlinge Verzekering Maatschappij",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0128,Onderlinge Verzekering Maatschappij ZLM U.A.,2782000000,,293884263.897218,293884263.897218,75259514.3456358,75259514.3456358,,,,30937298.9358144,30937298.9358144,,,,,,,,,,,,32817592.7,237176067.147219,237176067.147219,,,,,,,,,,,,376190472.87,45122356.7465807,45122356.7465807,107478833.657267,107478833.657267,,,,,,,,,,,,,,,,,,,,,294447093.783207,283438105.376484,40730724.7258889,40730724.7258889,,,,13649649.5671214,13649649.5671214,,,,,,,,,,,,24613194.525,223858518.775723,223858518.775723,,,,,,,,,,,,55616706.1,34628007.3970089,108474067.669469,101546037.580904,,,,,,,,,,,,,,,,,,,,,108474067.669469,101546037.580904,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1988,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,19APR2022:14:11:38,19APR2022:19:15:35,20APR2022:19:14:10,"Schade, exclusief zorg",Enel Insurance N.V.,Enel Insurance N.V.,T2,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W1988,Enel Insurance N.V.,2791630000,,847972519.14,847972519.14,0.0,0.0,0.0,0.0,0.0,745654.2,745654.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847540151.03,847540151.03,0.0,0.0,0.0,0.0,377347.21,377347.21,0.0,0.0,0.0,0.0,0.0,848663152.44,112565204.27,0.0,304645615.06,304645615.06,,,,,,,,,,,,,,,,,,,132894111.27,0.0,850417310.21,832648382.84,0.0,0.0,0.0,0.0,0.0,328985.36,328985.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814253664.7,814253664.7,0.0,0.0,0.0,0.0,327356.8,327356.8,0.0,0.0,0.0,0.0,0.0,140706505.33,0.0,307584666.07,292627847.49,,,,,,,,,,,,,,,,,,,166117639.09,0.0,307584666.07,292627847.49,,,,,0.0,,,,,,,,,,,,,,166117639.09,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1954,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,20APR2022:12:34:30,20APR2022:19:14:11,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Stad en Land Brandverzekeraar N.V.,Univé Stad en Land Brandverzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0149,Coöperatie Univé Stad en Land U.A.,2797200000,,15241477.36,15241477.36,10317605.6899999,10317605.6899999,0.0,0.0,0.0,36622.2,36622.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15008391.68,15008391.68,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,6885048.77,6536856.30457629,6536856.30457629,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,15321570.6639186,14228365.3739298,5583925.97724787,5583925.97724787,0.0,0.0,0.0,16157.848731854,16157.848731854,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13133646.9757726,13133646.9757726,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,5236181.991692,6536856.73719938,6447488.82461827,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,6536856.73719938,6447488.82461827,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0064,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,20APR2022:14:37:59,20APR2022:19:14:11,01JAN5999:00:00:00,"Schade, exclusief zorg",N.V. Verzekeringsbedrijf Groot Amsterdam (VGA),"Groot Amsterdam, Verzekeringsbedrijf N.V.",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0064,N.V. Verzekeringsbedrijf Groot Amsterdam (VGA),2798270000,,20707457.4751104,20707457.4751104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20707457.4751104,20707457.4751104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20707457.4751104,0.0,0.0,20837347.6265108,20837347.6265108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20713668.9271874,19876459.7733401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20363540.6207595,20363540.6207595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20875153.9108751,19685626.0711322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20875153.9108751,19685626.0711322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1988,ZSOLV2JARSXX,S_26_01_01_01,3,31-12-2021,20APR2022:15:10:43,20APR2022:19:14:11,21APR2022:19:13:43,"Schade, exclusief zorg",Enel Insurance N.V.,Enel Insurance N.V.,T2,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W1988,Enel Insurance N.V.,2798650000,,847972519.14,847972519.14,0.0,0.0,0.0,0.0,0.0,745654.2,745654.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847540151.03,847540151.03,0.0,0.0,0.0,0.0,377347.21,377347.21,0.0,0.0,0.0,0.0,0.0,848663152.44,112565204.27,0.0,304645615.06,304645615.06,,,,,,,,,,,,,,,,,,,132894111.27,0.0,850417310.21,832648382.84,0.0,0.0,0.0,0.0,0.0,328985.36,328985.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814253664.7,814253664.7,0.0,0.0,0.0,0.0,327356.8,327356.8,0.0,0.0,0.0,0.0,0.0,140706505.33,0.0,307584666.07,292627847.49,,,,,,,,,,,,,,,,,,,166117639.09,0.0,307584666.07,292627847.49,,,,,0.0,,,,,,,,,,,,,,166117639.09,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
L0104,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,21APR2022:10:48:56,21APR2022:19:13:44,01JAN5999:00:00:00,Leven,Monuta Verzekeringen N.V.,Monuta Verzekeringen N.V.,T3,Actief,Verzekeraars,Levensverzekeraar,,,R128417,Monuta Holding N.V.,2777680000,,968566384.87,968566384.87,242889037.81,242889037.81,0.0,,,39307799.19,39307799.19,,,,0.0,0.0,,,,,,,208187420.31,595258482.08,595258482.08,,,,,,,,,,,,1855172052.26,259896662.42,259896662.42,425623872.24,425623872.24,,,,,,,,,,,,,,,,,,,,,1141552965.86,691744711.65,131452436.6,131452436.6,0.0,,,17342744.93,17342744.93,,,,0.0,0.0,,,,,,,156140565.23,576243426.92,576243426.92,,,,,,,,,,,,293403366.41,226389958.42,710587092.6,36867437.42,,,,,,,,,,,,,,,,,,,,,710587092.6,36867437.42,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1806,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,21APR2022:12:01:02,21APR2022:19:13:44,01JAN5999:00:00:00,"Schade, exclusief zorg","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0121,SSO Groep,2802870000,,3971990.5435,3971990.5435,1092743.1224,1092743.1224,0.0,0.0,0.0,84742.0,84742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70049.858,2637580.6435,2637580.6435,0.0,0.0,,,0.0,0.0,,0.0,,,,2903667.1735,0.0,643195.6345,3198095.6121,3198095.6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978909.0925,3737424.8768,591396.5789,591396.5789,0.0,0.0,0.0,37388.4807,37388.4807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52537.3935,2300553.4113,2300553.4113,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,482396.7259,3203665.5903,3044678.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3203665.5903,3044678.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
H0089,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,21APR2022:12:12:43,21APR2022:19:13:44,01JAN5999:00:00:00,Herverzekeraar,Stichtsche Onderlinge Brand-Herverzekering U.A.,Stichtsche Onderlinge Brand-Herverzekering U.A.,T3,Actief,Verzekeraars,Herverzekeraar Schade,,,C0121,SSO Groep,2802940000,,49699.0,49699.0,0.0,0.0,0.0,0.0,0.0,1602211.0,1602211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,2402211.0,0.0,0.0,842647.71,842647.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49699.0,48991.0847,0.0,0.0,0.0,0.0,0.0,706901.3597,706901.3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,842647.71,830488.6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842647.71,830488.6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
L0131,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,21APR2022:13:24:52,21APR2022:19:13:44,01JAN5999:00:00:00,Leven,Proteq Levensverzekeringen N.V.,Proteq levensverzekeringen N.V.,T4,Niet actief,Verzekeraars,Levensverzekeraar,,,L0131,Proteq Levensverzekeringen N.V.,2803510000,,638195809.57,638195809.57,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620995897.52,616680788.66,,4315108.86,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,598289270.68,0.0,0.0,499441698.92,499441698.92,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,679551666.38,531297486.86,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611541528.15,607746728.72,,3794799.43,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,534856813.89,408648599.45,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,534856813.89,408648599.45,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
R161237,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,21APR2022:13:50:41,21APR2022:19:13:44,01JUN2022:19:09:15,"Schade, exclusief zorg",Assurant Europe Insurance N.V.,,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R161237,Assurant Europe Insurance N.V.,2803760000,,156094277.0,156094277.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,137363830.0,137363830.0,,,,,0.0,,,,,,,150542196.0,3110893.0,3870156.0,62653491.0,62653491.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,4059590.0,3004560.0,156190700.0,148174519.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,126359786.0,126359786.0,,,,,0.0,,,,,,,3888616.0,2902617.0,62677450.0,61278352.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,5074488.0,2253420.0,62677450.0,61278352.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,5074488.0,2253420.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1988,ZSOLV2JARSXX,S_26_01_01_01,4,31-12-2021,21APR2022:16:25:57,21APR2022:19:13:44,01JAN5999:00:00:00,"Schade, exclusief zorg",Enel Insurance N.V.,Enel Insurance N.V.,T2,Niet actief,Verzekeraars,"Schade, exclusief zorg",,,W1988,Enel Insurance N.V.,2805290000,,847972519.14,847972519.14,0.0,0.0,0.0,0.0,0.0,745654.2,745654.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847540151.03,847540151.03,0.0,0.0,0.0,0.0,377347.21,377347.21,0.0,0.0,0.0,0.0,0.0,848663152.44,112565204.27,0.0,304645615.06,304645615.06,,,,,,,,,,,,,,,,,,,132894111.27,0.0,850417310.21,832648382.84,0.0,0.0,0.0,0.0,0.0,328985.36,328985.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814253664.7,814253664.7,0.0,0.0,0.0,0.0,327356.8,327356.8,0.0,0.0,0.0,0.0,0.0,140706505.33,0.0,307584666.07,292627847.49,,,,,,,,,,,,,,,,,,,166117639.09,0.0,307584666.07,292627847.49,,,,,0.0,,,,,,,,,,,,,,166117639.09,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0319,ZSOLV2JARSXX,S_26_01_01_01,3,31-12-2021,21APR2022:16:55:25,21APR2022:19:13:44,29JUN2022:19:16:12,"Schade, exclusief zorg",N.V. Schadeverzekeringsmaatschappij Maas Lloyd,Maas Lloyd Schadeverzekeringsmaatschappij N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R187600,Dutch Insurance Group B.V.,2805550000,,25485219.78,25485219.78,,,,,,,,,,,,,,,,,,,7175000.0,6104434.99,,,,,,,,,,,,,29320771.89,4724633.7,4724633.7,15222366.14,15222366.14,,,,,,,,,,,,,,,,,,,3963508.69,3963508.69,25576970.32,24792488.69,,,,,,,,,,,,,,,,,,,5381250.0,5818437.87,,,,,,,,,,,,,5905792.13,3543475.28,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,No,,,,,,,,,,,,,,,,,,,,,,,,
